image,final
dataset/train\NATURAL\o0145.png,NATURAL
dataset/train\NATURAL\o0146.png,NATURAL
dataset/train\NATURAL\o0147.png,NATURAL
dataset/train\NATURAL\o0148.png,NATURAL
dataset/train\NATURAL\o0149.png,NATURAL
dataset/train\NATURAL\o0150.png,NATURAL
dataset/train\NATURAL\o0151.png,NATURAL
dataset/train\NATURAL\o0152.png,NATURAL
dataset/train\NATURAL\o0153.png,NATURAL
dataset/train\NATURAL\o0154.png,NATURAL
dataset/train\NATURAL\o0155.png,NATURAL
dataset/train\NATURAL\o0156.png,NATURAL
dataset/train\NATURAL\o0157.png,NATURAL
dataset/train\NATURAL\o0158.png,NATURAL
dataset/train\NATURAL\o0159.png,NATURAL
dataset/train\NATURAL\o0160.png,NATURAL
dataset/train\NATURAL\o0161.png,NATURAL
dataset/train\NATURAL\o0162.png,NATURAL
dataset/train\NATURAL\o0163.png,NATURAL
dataset/train\NATURAL\o0164.png,NATURAL
dataset/train\NATURAL\o0165.png,NATURAL
dataset/train\NATURAL\o0166.png,NATURAL
dataset/train\NATURAL\o0167.png,NATURAL
dataset/train\NATURAL\o0168.png,NATURAL
dataset/train\NATURAL\o0169.png,NATURAL
dataset/train\NATURAL\o0170.png,NATURAL
dataset/train\NATURAL\o0171.png,NATURAL
dataset/train\NATURAL\o0172.png,NATURAL
dataset/train\NATURAL\o0173.png,NATURAL
dataset/train\NATURAL\o0174.png,NATURAL
dataset/train\NATURAL\q0084.png,NATURAL
dataset/train\NATURAL\q0085.png,NATURAL
dataset/train\NATURAL\q0086.png,NATURAL
dataset/train\NATURAL\q0087.png,NATURAL
dataset/train\NATURAL\q0088.png,NATURAL
dataset/train\NATURAL\q0089.png,NATURAL
dataset/train\NATURAL\q0090.png,NATURAL
dataset/train\NATURAL\q0091.png,NATURAL
dataset/train\NATURAL\q0092.png,NATURAL
dataset/train\NATURAL\q0093.png,NATURAL
dataset/train\NATURAL\q0094.png,NATURAL
dataset/train\NATURAL\q0095.png,NATURAL
dataset/train\NATURAL\q0096.png,NATURAL
dataset/train\NATURAL\q0097.png,NATURAL
dataset/train\NATURAL\q0098.png,NATURAL
dataset/train\NATURAL\q0099.png,NATURAL
dataset/train\NATURAL\q0100.png,NATURAL
dataset/train\NATURAL\q0101.png,NATURAL
dataset/train\NATURAL\q0102.png,NATURAL
dataset/train\NATURAL\q0103.png,NATURAL
dataset/train\NATURAL\q0104.png,NATURAL
dataset/train\NATURAL\q0105.png,NATURAL
dataset/train\NATURAL\q0106.png,NATURAL
dataset/train\NATURAL\q0107.png,NATURAL
dataset/train\NATURAL\q0108.png,NATURAL
dataset/train\NATURAL\q0109.png,NATURAL
dataset/train\NATURAL\q0110.png,NATURAL
dataset/train\NATURAL\q0111.png,NATURAL
dataset/train\NATURAL\q0112.png,NATURAL
dataset/train\NATURAL\q0113.png,NATURAL
dataset/train\NATURAL\q0114.png,NATURAL
dataset/train\NATURAL\q0115.png,NATURAL
dataset/train\NATURAL\q0116.png,NATURAL
dataset/train\NATURAL\q0117.png,NATURAL
dataset/train\NATURAL\q0118.png,NATURAL
dataset/train\NATURAL\q0119.png,NATURAL
dataset/train\NATURAL\q0120.png,NATURAL
dataset/train\NATURAL\q0121.png,NATURAL
dataset/train\NATURAL\q0122.png,NATURAL
dataset/train\NATURAL\q0123.png,NATURAL
dataset/train\NATURAL\q0124.png,NATURAL
dataset/train\NATURAL\q0125.png,NATURAL
dataset/train\NATURAL\q0126.png,NATURAL
dataset/train\NATURAL\q0127.png,NATURAL
dataset/train\NATURAL\q0326.png,NATURAL
dataset/train\NATURAL\q0327.png,NATURAL
dataset/train\NATURAL\q0328.png,NATURAL
dataset/train\NATURAL\q0329.png,NATURAL
dataset/train\NATURAL\q0330.png,NATURAL
dataset/train\NATURAL\q0331.png,NATURAL
dataset/train\NATURAL\q0332.png,NATURAL
dataset/train\NATURAL\q0333.png,NATURAL
dataset/train\NATURAL\q0334.png,NATURAL
dataset/train\NATURAL\q0335.png,NATURAL
dataset/train\NATURAL\q0336.png,NATURAL
dataset/train\NATURAL\q0337.png,NATURAL
dataset/train\NATURAL\q0338.png,NATURAL
dataset/train\NATURAL\q0339.png,NATURAL
dataset/train\NATURAL\q0340.png,NATURAL
dataset/train\NATURAL\q0341.png,NATURAL
dataset/train\NATURAL\q0342.png,NATURAL
dataset/train\NATURAL\q0343.png,NATURAL
dataset/train\NATURAL\q0344.png,NATURAL
dataset/train\NATURAL\q0345.png,NATURAL
dataset/train\NATURAL\q0346.png,NATURAL
dataset/train\NATURAL\q0347.png,NATURAL
dataset/train\NATURAL\q0348.png,NATURAL
dataset/train\NATURAL\q0349.png,NATURAL
dataset/train\NATURAL\q0350.png,NATURAL
dataset/train\NATURAL\q0351.png,NATURAL
dataset/train\NATURAL\q0352.png,NATURAL
dataset/train\NATURAL\q0353.png,NATURAL
dataset/train\NATURAL\q0354.png,NATURAL
dataset/train\NATURAL\q0355.png,NATURAL
dataset/train\NATURAL\q0356.png,NATURAL
dataset/train\NATURAL\q0357.png,NATURAL
dataset/train\NATURAL\q0358.png,NATURAL
dataset/train\NATURAL\q0359.png,NATURAL
dataset/train\NATURAL\q0360.png,NATURAL
dataset/train\NATURAL\q0361.png,NATURAL
dataset/train\NATURAL\q0362.png,NATURAL
dataset/train\NATURAL\q0363.png,NATURAL
dataset/train\NATURAL\q0364.png,NATURAL
dataset/train\NATURAL\q0365.png,NATURAL
dataset/train\NATURAL\q0366.png,NATURAL
dataset/train\NATURAL\q0367.png,NATURAL
dataset/train\NATURAL\q0368.png,NATURAL
dataset/train\NATURAL\q0369.png,NATURAL
dataset/train\NATURAL\q0370.png,NATURAL
dataset/train\NATURAL\q0371.png,NATURAL
dataset/train\NATURAL\q0372.png,NATURAL
dataset/train\NATURAL\q0373.png,NATURAL
dataset/train\NATURAL\q0374.png,NATURAL
dataset/train\NATURAL\q0375.png,NATURAL
dataset/train\NATURAL\q0376.png,NATURAL
dataset/train\NATURAL\q0377.png,NATURAL
dataset/train\NATURAL\q0378.png,NATURAL
dataset/train\NATURAL\q0379.png,NATURAL
dataset/train\NATURAL\q0380.png,NATURAL
dataset/train\NATURAL\q0381.png,NATURAL
dataset/train\NATURAL\q0382.png,NATURAL
dataset/train\NATURAL\q0383.png,NATURAL
dataset/train\NATURAL\q0384.png,NATURAL
dataset/train\NATURAL\q0385.png,NATURAL
dataset/train\NATURAL\q0386.png,NATURAL
dataset/train\NATURAL\q0387.png,NATURAL
dataset/train\NATURAL\q0388.png,NATURAL
dataset/train\NATURAL\q0389.png,NATURAL
dataset/train\NATURAL\q0390.png,NATURAL
dataset/train\NATURAL\q0391.png,NATURAL
dataset/train\NATURAL\s0161.png,NATURAL
dataset/train\NATURAL\s0162.png,NATURAL
dataset/train\NATURAL\s0163.png,NATURAL
dataset/train\NATURAL\s0164.png,NATURAL
dataset/train\NATURAL\s0165.png,NATURAL
dataset/train\NATURAL\s0166.png,NATURAL
dataset/train\NATURAL\s0167.png,NATURAL
dataset/train\NATURAL\s0168.png,NATURAL
dataset/train\NATURAL\s0169.png,NATURAL
dataset/train\NATURAL\s0170.png,NATURAL
dataset/train\NATURAL\s0171.png,NATURAL
dataset/train\NATURAL\s0172.png,NATURAL
dataset/train\NATURAL\s0173.png,NATURAL
dataset/train\NATURAL\s0174.png,NATURAL
dataset/train\NATURAL\s0175.png,NATURAL
dataset/train\NATURAL\s0176.png,NATURAL
dataset/train\NATURAL\s0177.png,NATURAL
dataset/train\NATURAL\s0178.png,NATURAL
dataset/train\NATURAL\s0179.png,NATURAL
dataset/train\NATURAL\s0180.png,NATURAL
dataset/train\NATURAL\s0181.png,NATURAL
dataset/train\NATURAL\s0182.png,NATURAL
dataset/train\NATURAL\s0183.png,NATURAL
dataset/train\NATURAL\s0184.png,NATURAL
dataset/train\NATURAL\s0185.png,NATURAL
dataset/train\NATURAL\s0186.png,NATURAL
dataset/train\NATURAL\s0187.png,NATURAL
dataset/train\NATURAL\s0188.png,NATURAL
dataset/train\NATURAL\s0189.png,NATURAL
dataset/train\NATURAL\s0190.png,NATURAL
dataset/train\NATURAL\s0191.png,NATURAL
dataset/train\NATURAL\s0192.png,NATURAL
dataset/train\NATURAL\s0193.png,NATURAL
dataset/train\NATURAL\s0194.png,NATURAL
dataset/train\NATURAL\s0195.png,NATURAL
dataset/train\NATURAL\s0196.png,NATURAL
dataset/train\NATURAL\s0197.png,NATURAL
dataset/train\NATURAL\s0198.png,NATURAL
dataset/train\NATURAL\s0199.png,NATURAL
dataset/train\NATURAL\s0200.png,NATURAL
dataset/train\NATURAL\s0201.png,NATURAL
dataset/train\NATURAL\s0202.png,NATURAL
dataset/train\NATURAL\s0203.png,NATURAL
dataset/train\NATURAL\s0204.png,NATURAL
dataset/train\NATURAL\s0205.png,NATURAL
dataset/train\NATURAL\s0206.png,NATURAL
dataset/train\NATURAL\s0207.png,NATURAL
dataset/train\NATURAL\s0208.png,NATURAL
dataset/train\NATURAL\s0209.png,NATURAL
dataset/train\NATURAL\s0210.png,NATURAL
dataset/train\NATURAL\s0211.png,NATURAL
dataset/train\NATURAL\s0212.png,NATURAL
dataset/train\NATURAL\s0213.png,NATURAL
dataset/train\NATURAL\s0214.png,NATURAL
dataset/train\NATURAL\s0215.png,NATURAL
dataset/train\NATURAL\s0216.png,NATURAL
dataset/train\NATURAL\s0217.png,NATURAL
dataset/train\NATURAL\s0218.png,NATURAL
dataset/train\NATURAL\s0219.png,NATURAL
dataset/train\NATURAL\s0220.png,NATURAL
dataset/train\NATURAL\s0221.png,NATURAL
dataset/train\NATURAL\s0222.png,NATURAL
dataset/train\NATURAL\s0223.png,NATURAL
dataset/train\NATURAL\s0224.png,NATURAL
dataset/train\NATURAL\s0225.png,NATURAL
dataset/train\NATURAL\s0226.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 121220.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 121507.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 121548.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 121643.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 121722.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 121805.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 121839.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 121856.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 121940.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122014.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122036.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122053.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122105.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122134.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122200.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122225.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122306.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122323.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122339.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122409.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122421.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122427.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122432.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122442.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122515.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122522.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122529.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122537.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122554.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122608.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122633.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122641.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122700.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122708.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122716.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122732.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122745.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122752.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122758.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122803.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122809.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 122837.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123005.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123014.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123028.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123035.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123043.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123052.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123111.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123130.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123138.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123150.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123201.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123210.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123227.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123242.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123252.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123259.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123320.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123326.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123334.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123343.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123358.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123407.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123428.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123505.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123521.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123526.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123533.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123547.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123559.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123609.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123623.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123630.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123638.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123707.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123717.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123724.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123736.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123744.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123751.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123757.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123812.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123818.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123826.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123845.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123853.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123901.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123916.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123924.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123943.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 123951.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124002.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124007.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124014.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124029.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124038.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124055.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124102.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124110.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124118.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124139.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124148.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124230.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124250.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124300.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124324.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124333.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124351.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124401.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124408.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124423.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124430.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124443.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124455.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124505.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124511.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124919.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 124942.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125007.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125027.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125040.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125050.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125105.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125112.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125120.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125136.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125144.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125330.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125340.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125347.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125405.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125415.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125437.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125458.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125552.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125602.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125615.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125625.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125632.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125648.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125654.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125701.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125726.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125739.png,NATURAL
dataset/train\NATURAL\Screenshot 2026-06-21 125752.png,NATURAL
dataset/train\NATURAL\u0239.png,NATURAL
dataset/train\NATURAL\u0240.png,NATURAL
dataset/train\NATURAL\u0241.png,NATURAL
dataset/train\NATURAL\u0242.png,NATURAL
dataset/train\NATURAL\u0243.png,NATURAL
dataset/train\NATURAL\u0244.png,NATURAL
dataset/train\NATURAL\u0245.png,NATURAL
dataset/train\NATURAL\u0246.png,NATURAL
dataset/train\NATURAL\u0247.png,NATURAL
dataset/train\NATURAL\u0248.png,NATURAL
dataset/train\NATURAL\u0249.png,NATURAL
dataset/train\NATURAL\u0250.png,NATURAL
dataset/train\NATURAL\u0251.png,NATURAL
dataset/train\NATURAL\u0252.png,NATURAL
dataset/train\NATURAL\u0253.png,NATURAL
dataset/train\NATURAL\u0254.png,NATURAL
dataset/train\NATURAL\u0255.png,NATURAL
dataset/train\NATURAL\u0256.png,NATURAL
dataset/train\NATURAL\u0257.png,NATURAL
dataset/train\NATURAL\u0258.png,NATURAL
dataset/train\NATURAL\u0259.png,NATURAL
dataset/train\NATURAL\u0260.png,NATURAL
dataset/train\NATURAL\u0261.png,NATURAL
dataset/train\NATURAL\u0262.png,NATURAL
dataset/train\NATURAL\u0263.png,NATURAL
dataset/train\NATURAL\u0264.png,NATURAL
dataset/train\NATURAL\u0265.png,NATURAL
dataset/train\NATURAL\u0266.png,NATURAL
dataset/train\NATURAL\u0267.png,NATURAL
dataset/train\NATURAL\u0268.png,NATURAL
dataset/train\NATURAL\u0269.png,NATURAL
dataset/train\NATURAL\u0270.png,NATURAL
dataset/train\NATURAL\u0271.png,NATURAL
dataset/train\NATURAL\u0272.png,NATURAL
dataset/train\NATURAL\u0273.png,NATURAL
dataset/train\NATURAL\u0274.png,NATURAL
dataset/train\NATURAL\u0275.png,NATURAL
dataset/train\NATURAL\u0276.png,NATURAL
dataset/train\NATURAL\u0277.png,NATURAL
dataset/train\NATURAL\u0278.png,NATURAL
dataset/train\NATURAL\u0279.png,NATURAL
dataset/train\NATURAL\u0280.png,NATURAL
dataset/train\NATURAL\u0281.png,NATURAL
dataset/train\NATURAL\u0282.png,NATURAL
dataset/train\NATURAL\u0283.png,NATURAL
dataset/train\NATURAL\u0284.png,NATURAL
dataset/train\NATURAL\u0285.png,NATURAL
dataset/train\NATURAL\u0286.png,NATURAL
dataset/train\NATURAL\u0287.png,NATURAL
dataset/train\NATURAL\u0288.png,NATURAL
dataset/train\NATURAL\u0289.png,NATURAL
dataset/train\NATURAL\u0290.png,NATURAL
dataset/train\NATURAL\u0291.png,NATURAL
dataset/train\NATURAL\u0292.png,NATURAL
dataset/train\NATURAL\u0293.png,NATURAL
dataset/train\NATURAL\u0441.png,NATURAL
dataset/train\NATURAL\u0442.png,NATURAL
dataset/train\NATURAL\u0443.png,NATURAL
dataset/train\NATURAL\u0444.png,NATURAL
dataset/train\NATURAL\u0445.png,NATURAL
dataset/train\NATURAL\u0446.png,NATURAL
dataset/train\NATURAL\u0447.png,NATURAL
dataset/train\NATURAL\u0448.png,NATURAL
dataset/train\NATURAL\u0449.png,NATURAL
dataset/train\NATURAL\u0450.png,NATURAL
dataset/train\NATURAL\u0451.png,NATURAL
dataset/train\NATURAL\u0452.png,NATURAL
dataset/train\NATURAL\u0453.png,NATURAL
dataset/train\NATURAL\u0454.png,NATURAL
dataset/train\NATURAL\u0455.png,NATURAL
dataset/train\NATURAL\u0456.png,NATURAL
dataset/train\NATURAL\u0457.png,NATURAL
dataset/train\NATURAL\u0458.png,NATURAL
dataset/train\NATURAL\u0459.png,NATURAL
dataset/train\NATURAL\u0460.png,NATURAL
dataset/train\NATURAL\u0461.png,NATURAL
dataset/train\NATURAL\u0462.png,NATURAL
dataset/train\NATURAL\u0463.png,NATURAL
dataset/train\NATURAL\u0464.png,NATURAL
dataset/train\NATURAL\u0465.png,NATURAL
dataset/train\NATURAL\u0466.png,NATURAL
dataset/train\NATURAL\u0467.png,NATURAL
dataset/train\NATURAL\u0468.png,NATURAL
dataset/train\NATURAL\u0470.png,NATURAL
dataset/train\NATURAL\u0471.png,NATURAL
dataset/train\NATURAL\u0472.png,NATURAL
dataset/train\NATURAL\u0473.png,NATURAL
dataset/train\NATURAL\u0474.png,NATURAL
dataset/train\NATURAL\u0475.png,NATURAL
dataset/train\NATURAL\u0476.png,NATURAL
dataset/train\NATURAL\u0477.png,NATURAL
dataset/train\NATURAL\u0478.png,NATURAL
dataset/train\NATURAL\u0479.png,NATURAL
dataset/train\NATURAL\u0480.png,NATURAL
dataset/train\NATURAL\u0481.png,NATURAL
dataset/train\NATURAL\u0482.png,NATURAL
dataset/train\NATURAL\u0483.png,NATURAL
dataset/train\NATURAL\u0484.png,NATURAL
dataset/train\NATURAL\u0485.png,NATURAL
dataset/train\NATURAL\u0486.png,NATURAL
dataset/train\NATURAL\u0487.png,NATURAL
dataset/train\NATURAL\u0488.png,NATURAL
dataset/train\NATURAL\u0489.png,NATURAL
dataset/train\NATURAL\u0490.png,NATURAL
dataset/train\NATURAL\u0491.png,NATURAL
dataset/train\NATURAL\u0492.png,NATURAL
